(147,3,1)
(147,4,5)
(147,5,3)
(148,1,5)
(148,2,3)
(148,3,4)
(148,4,1)
(148,5,5)
(149,1,4)
(149,2,1)
(149,3,4)
(149,4,2)
(149,5,1)
(150,1,2)
(150,2,2)
(150,3,2)
(150,4,4)
(150,5,4)
(151,1,3)
(151,2,3)
(151,3,4)
(151,4,5)
(151,5,4)
(152,1,4)
(152,2,5)
(152,3,3)
(152,4,2)
(152,5,5)
(153,1,3)
(153,2,4)
(153,3,4)
(153,4,4)
(153,5,2)
(154,1,1)
(154,2,2)
(154,3,5)
(154,4,3)
(154,5,3)
(155,1,3)
(155,2,4)
(155,3,4)
(155,4,4)
(155,5,1)
(156,1,3)
(156,2,3)
(156,3,2)
(156,4,3)
(156,5,2)
(157,1,4)
(157,2,2)
(157,3,4)
(157,4,3)
(157,5,4)
(158,1,5)
(158,2,3)
(158,3,5)
(158,4,2)
(158,5,5)
(159,1,1)
(159,2,3)
(159,3,1)
(159,4,5)
(159,5,1)
(160,1,1)
(160,2,1)
(160,3,4)
(160,4,2)
(160,5,2)
(161,1,4)
(161,2,3)
(161,3,5)
(161,4,1)
(161,5,3)
(162,1,3)
(162,2,3)
(162,3,5)
(162,4,1)
(162,5,2)
(163,1,1)
(163,2,5)
(163,3,4)
(163,4,4)
(163,5,1)
(164,1,2)
(164,2,1)
(164,3,3)
(164,4,5)
(164,5,4)
(165,1,4)
(165,2,4)
(165,3,4)
(165,4,5)
(165,5,4)
(166,1,1)
(166,2,3)
(166,3,1)
(166,4,5)
(166,5,1)
(167,1,2)
(167,2,3)
(167,3,3)
(167,4,5)
(167,5,3)
(168,1,2)
(168,2,4)
(168,3,1)
(168,4,4)
(168,5,4)
(169,1,2)
(169,2,1)
(169,3,1)
(169,4,1)
(169,5,2)
(170,1,5)
(170,2,1)
(170,3,5)
(170,4,1)
(170,5,5)
(171,1,2)
(171,2,3)
(171,3,5)
(171,4,5)
(171,5,1)
(172,1,4)
(172,2,5)
(172,3,5)
(172,4,1)
(172,5,1)
(173,1,4)
(173,2,1)
(173,3,1)
(173,4,3)
(173,5,5)
(174,1,5)
(174,2,1)
(174,3,3)
(174,4,5)
(174,5,5)
(175,1,5)
(175,2,5)
(175,3,4)
(175,4,1)
(175,5,3)
(176,1,1)
(176,2,5)
(176,3,5)
(176,4,1)
(176,5,5)
(177,1,2)
(177,2,2)
(177,3,2)
(177,4,5)
(177,5,4)
(178,1,3)
(178,2,4)
(178,3,5)
(178,4,1)
(178,5,2)
(179,1,4)
(179,2,5)
(179,3,5)
(179,4,2)
(179,5,1)
(180,1,1)
(180,2,2)
(180,3,5)
(180,4,2)
(180,5,4)
(181,1,4)
(181,2,1)
(181,3,4)
(181,4,5)
(181,5,3)
(182,1,5)
(182,2,1)
(182,3,4)
(182,4,5)
(182,5,5)
(183,1,2)
(183,2,2)
(183,3,3)
(183,4,2)
(183,5,3)
(184,1,5)
(184,2,4)
(184,3,5)
(184,4,3)
(184,5,3)
(185,1,4)
(185,2,4)
(185,3,3)
(185,4,1)
(185,5,1)
(186,1,4)
(186,2,4)
(186,3,1)
(186,4,3)
(186,5,4)
(187,1,1)
(187,2,2)
(187,3,5)
(187,4,1)
(187,5,5)
(188,1,5)
(188,2,1)
(188,3,2)
(188,4,1)
(188,5,3)
(189,1,1)
(189,2,1)
(189,3,5)
(189,4,5)
(189,5,2)
(190,1,4)
(190,2,1)
(190,3,2)
(190,4,1)
(190,5,3)
(191,1,1)
(191,2,5)
(191,3,3)
(191,4,5)
(191,5,4)
(192,1,3)
(192,2,3)
(192,3,4)
(192,4,1)
(192,5,4)
(193,1,5)
(193,2,1)
(193,3,5)
(193,4,4)
(193,5,5)
(194,1,2)
(194,2,5)
(194,3,4)
(194,4,1)
(194,5,2)
(195,1,4)
(195,2,5)
(195,3,1)
(195,4,3)
(195,5,2)
(196,1,5)
(196,2,2)
(196,3,5)
(196,4,2)
(196,5,5)
(197,1,1)
(197,2,4)
(197,3,1)
(197,4,4)
(197,5,3)
(198,1,2)
(198,2,2)
(198,3,4)
(198,4,1)
(198,5,3)
(199,1,1)
(199,2,1)
(199,3,3)
(199,4,5)
(199,5,1)
(200,1,4)
(200,2,4)
(200,3,1)
(200,4,3)
(200,5,5)
(201,1,1)
(201,2,4)
(201,3,4)
(201,4,3)
(201,5,3)
(202,1,3)
(202,2,3)
(202,3,1)
(202,4,2)
(202,5,3)
(203,1,4)
(203,2,5)
(203,3,5)
(203,4,1)
(203,5,4)
